No office related,albany,albuquerque,atlanta,boston,charlotte,chicago,cincinnati,cleveland,columbia,denver,houston,kansascity,lasvegas,losangeles,miami,minneapolis,newark,newyork,oklahomacity,omaha,philadelphia,phoenix,pittsburgh,portland,sacramento,sanfrancisco,seattle,washingtondc
86,2,2,2,2,1,3,1,1,3,2,6,2,1,3,1,1,3,19,1,7,3,1,7,4,4,4,3,8
