No office related,albany,albuquerque,atlanta,baltimore,birmingham,boston,buffalo,charlotte,chicago,cincinnati,cleveland,columbia,dallas,denver,detroit,elpaso,honolulu,houston,indianapolis,jackson,jacksonville,kansascity,knoxville,lasvegas,littlerock,losangeles,louisville,memphis,miami,milwaukee,minneapolis,mobile,newark,newhaven,neworleans,newyork,norfolk,oklahomacity,omaha,philadelphia,phoenix,pittsburgh,portland,richmond,sacramento,saltlakecity,sanantonio,sandiego,sanfrancisco,sanjuan,seattle,stlouis,tampa,washingtondc
244,7,26,16,8,1,16,6,18,26,5,7,8,3,13,9,7,4,19,7,3,1,9,1,5,5,68,4,5,40,5,15,3,36,1,3,79,2,2,17,15,15,17,32,9,22,9,2,9,23,1,14,3,7,80
